season,FlightDate,analysis_period,Origin,DepTimeBlk,flights,avg_risk_score,risk_score_sum,actual_disruption_rate,actual_delay15_rate,actual_cancellation_rate,recommendation,avg_risk_score_pct,actual_disruption_rate_pct,actual_delay15_rate_pct,actual_cancellation_rate_pct
2025-2026,2026-01-23,Jan 15-30 Baseline,DCA,1900-1959,27,0.5833848358875279,15.751390568963252,0.25925925925925924,0.2222222222222222,0.037037037037037035,Monitor closely,58.33848358875279,25.925925925925924,22.22222222222222,3.7037037037037033
2025-2026,2026-01-21,Jan 15-30 Baseline,DFW,1500-1559,46,0.5833703828965088,26.835037613239404,0.21739130434782608,0.1956521739130435,0.0,Monitor closely,58.33703828965088,21.73913043478261,19.565217391304348,0.0
2025-2026,2026-01-04,New Year's Week,PHX,1500-1559,27,0.5833628919403262,15.750798082388808,0.4444444444444444,0.4444444444444444,0.0,Monitor closely,58.33628919403262,44.44444444444444,44.44444444444444,0.0
2025-2026,2026-01-23,Jan 15-30 Baseline,CLT,2100-2159,40,0.5833299437185231,23.333197748740925,0.2,0.15,0.05,Monitor closely,58.33299437185231,20.0,15.0,5.0
2025-2026,2025-11-23,Thanksgiving Week,CLT,1800-1859,51,0.583245802653688,29.745535935338086,0.21568627450980393,0.19607843137254902,0.0196078431372549,Monitor closely,58.324580265368795,21.568627450980394,19.607843137254903,1.9607843137254901
2025-2026,2025-11-30,Thanksgiving Week,PHX,2100-2159,37,0.5832375360923294,21.57978883541619,0.5675675675675675,0.5675675675675675,0.0,Monitor closely,58.323753609232945,56.75675675675676,56.75675675675676,0.0
2025-2026,2025-11-30,Thanksgiving Week,DEN,2000-2059,68,0.5832204005506114,39.65898723744158,0.6470588235294118,0.6470588235294118,0.0,Monitor closely,58.322040055061144,64.70588235294117,64.70588235294117,0.0
2025-2026,2026-01-04,New Year's Week,SEA,1500-1559,26,0.5832073794981828,15.163391866952754,0.4230769230769231,0.4230769230769231,0.0,Monitor closely,58.32073794981828,42.30769230769231,42.30769230769231,0.0
2025-2026,2026-01-22,Jan 15-30 Baseline,DEN,1900-1959,58,0.5831258568174694,33.821299695413224,0.13793103448275862,0.13793103448275862,0.0,Monitor closely,58.312585681746945,13.793103448275861,13.793103448275861,0.0
2025-2026,2026-01-18,Jan 15-30 Baseline,LGA,1800-1859,26,0.583090855337416,15.160362238772816,0.9615384615384616,0.8461538461538461,0.11538461538461539,Monitor closely,58.3090855337416,96.15384615384616,84.61538461538461,11.538461538461538
2025-2026,2026-01-15,Jan 15-30 Baseline,LGA,1800-1859,26,0.5830672893966579,15.159749524313105,0.0,0.0,0.0,Monitor closely,58.30672893966579,0.0,0.0,0.0
2025-2026,2026-01-02,New Year's Week,DEN,1800-1859,44,0.5830635258339193,25.65479513669245,0.3409090909090909,0.3409090909090909,0.0,Monitor closely,58.30635258339193,34.090909090909086,34.090909090909086,0.0
2025-2026,2026-01-21,Jan 15-30 Baseline,CLT,1400-1459,32,0.5830027279330964,18.656087293859084,0.03125,0.03125,0.0,Monitor closely,58.30027279330964,3.125,3.125,0.0
2025-2026,2026-01-21,Jan 15-30 Baseline,ORD,1700-1759,48,0.5829541321756291,27.981798344430196,0.2916666666666667,0.2916666666666667,0.0,Monitor closely,58.29541321756291,29.166666666666668,29.166666666666668,0.0
2025-2026,2025-11-30,Thanksgiving Week,SEA,1900-1959,28,0.5829426845329468,16.32239516692251,0.2857142857142857,0.2857142857142857,0.0,Monitor closely,58.294268453294684,28.57142857142857,28.57142857142857,0.0
2025-2026,2026-01-19,Jan 15-30 Baseline,ATL,1500-1559,59,0.5829298917687885,34.392863614358525,0.288135593220339,0.288135593220339,0.0,Monitor closely,58.29298917687885,28.8135593220339,28.8135593220339,0.0
2025-2026,2025-11-30,Thanksgiving Week,PHX,1900-1959,33,0.582900576235078,19.235719015757574,0.45454545454545453,0.45454545454545453,0.0,Monitor closely,58.2900576235078,45.45454545454545,45.45454545454545,0.0
2025-2026,2026-01-26,Jan 15-30 Baseline,BWI,1800-1859,30,0.5828127508322718,17.484382524968154,0.7666666666666667,0.6666666666666666,0.1,Monitor closely,58.28127508322718,76.66666666666667,66.66666666666666,10.0
2025-2026,2026-01-15,Jan 15-30 Baseline,LAS,1800-1859,26,0.582810437954549,15.153071386818274,0.038461538461538464,0.0,0.038461538461538464,Monitor closely,58.2810437954549,3.8461538461538463,0.0,3.8461538461538463
2025-2026,2025-12-26,Christmas Week,ORD,1400-1459,58,0.5827757857755892,33.80099557498417,0.4482758620689655,0.3793103448275862,0.06896551724137931,Monitor closely,58.27757857755892,44.827586206896555,37.93103448275862,6.896551724137931
2025-2026,2025-12-22,Christmas Week,MIA,2100-2159,30,0.5827720631123524,17.48316189337057,0.2,0.16666666666666666,0.03333333333333333,Monitor closely,58.27720631123524,20.0,16.666666666666664,3.3333333333333335
2025-2026,2026-01-25,Jan 15-30 Baseline,CLT,1800-1859,26,0.5826875768280352,15.149876997528915,1.0,0.07692307692307693,0.9230769230769231,Monitor closely,58.26875768280352,100.0,7.6923076923076925,92.3076923076923
2025-2026,2026-01-19,Jan 15-30 Baseline,SEA,1200-1259,25,0.5826524029029296,14.56631007257324,0.16,0.12,0.0,Monitor closely,58.265240290292965,16.0,12.0,0.0
2025-2026,2025-12-23,Christmas Week,IAH,2000-2059,32,0.5826263211703586,18.644042277451476,0.15625,0.15625,0.0,Monitor closely,58.262632117035864,15.625,15.625,0.0
2025-2026,2025-12-25,Christmas Week,ORD,1800-1859,31,0.5825897014173415,18.060280743937586,0.22580645161290322,0.22580645161290322,0.0,Monitor closely,58.258970141734146,22.58064516129032,22.58064516129032,0.0
2025-2026,2025-12-23,Christmas Week,IAH,1800-1859,40,0.5825403058500719,23.301612234002874,0.075,0.05,0.0,Monitor closely,58.254030585007186,7.5,5.0,0.0
2025-2026,2026-01-25,Jan 15-30 Baseline,CLT,1900-1959,44,0.5825106064068808,25.630466681902757,1.0,0.0,1.0,Monitor closely,58.25106064068808,100.0,0.0,100.0
2025-2026,2026-01-15,Jan 15-30 Baseline,DEN,2000-2059,56,0.5824892283534883,32.619396787795345,0.25,0.23214285714285715,0.017857142857142856,Monitor closely,58.24892283534883,25.0,23.214285714285715,1.7857142857142856
2025-2026,2026-01-19,Jan 15-30 Baseline,CLT,1200-1259,34,0.5824811615627832,19.80435949313463,0.17647058823529413,0.17647058823529413,0.0,Monitor closely,58.248116156278314,17.647058823529413,17.647058823529413,0.0
2025-2026,2025-12-23,Christmas Week,ORD,2000-2059,62,0.5824267713988417,36.11045982672818,0.1935483870967742,0.1935483870967742,0.0,Monitor closely,58.24267713988417,19.35483870967742,19.35483870967742,0.0
2025-2026,2026-01-21,Jan 15-30 Baseline,MCO,1600-1659,25,0.5824111956875799,14.560279892189497,0.16,0.16,0.0,Monitor closely,58.241119568757995,16.0,16.0,0.0
2025-2026,2026-01-04,New Year's Week,ATL,2000-2059,49,0.5823994637972579,28.537573726065638,0.46938775510204084,0.46938775510204084,0.0,Monitor closely,58.239946379725794,46.93877551020408,46.93877551020408,0.0
2025-2026,2026-01-02,New Year's Week,CLT,2000-2059,50,0.5823741984063594,29.11870992031797,0.24,0.24,0.0,Monitor closely,58.23741984063594,24.0,24.0,0.0
2025-2026,2026-01-02,New Year's Week,DEN,2000-2059,67,0.5823621633946693,39.018264947442844,0.19402985074626866,0.19402985074626866,0.0,Monitor closely,58.23621633946693,19.402985074626866,19.402985074626866,0.0
2025-2026,2026-01-17,Jan 15-30 Baseline,IAH,1800-1859,27,0.5823556687299795,15.723603055709447,0.18518518518518517,0.18518518518518517,0.0,Monitor closely,58.23556687299794,18.51851851851852,18.51851851851852,0.0
2025-2026,2025-12-23,Christmas Week,PHX,1900-1959,29,0.5823248656919098,16.887421105065382,0.3103448275862069,0.3103448275862069,0.0,Monitor closely,58.232486569190975,31.03448275862069,31.03448275862069,0.0
2025-2026,2026-01-02,New Year's Week,IAH,2000-2059,30,0.5823241159488559,17.469723478465678,0.2,0.2,0.0,Monitor closely,58.23241159488559,20.0,20.0,0.0
2025-2026,2025-11-29,Thanksgiving Week,IAH,2000-2059,33,0.5822806739537925,19.215262240475152,0.48484848484848486,0.45454545454545453,0.030303030303030304,Monitor closely,58.22806739537925,48.484848484848484,45.45454545454545,3.0303030303030303
2025-2026,2026-01-02,New Year's Week,IAH,1800-1859,41,0.5822638050311227,23.872816006276032,0.24390243902439024,0.1951219512195122,0.04878048780487805,Monitor closely,58.226380503112274,24.390243902439025,19.51219512195122,4.878048780487805
2025-2026,2026-01-02,New Year's Week,DFW,1900-1959,57,0.5822572624466409,33.18866395945853,0.3333333333333333,0.3333333333333333,0.0,Monitor closely,58.22572624466409,33.33333333333333,33.33333333333333,0.0
2025-2026,2025-12-27,Christmas Week,DFW,1100-1159,30,0.582247036054209,17.46741108162627,0.3333333333333333,0.26666666666666666,0.06666666666666667,Monitor closely,58.2247036054209,33.33333333333333,26.666666666666668,6.666666666666667
2025-2026,2025-12-21,Christmas Week,ORD,1500-1559,46,0.582226350998714,26.782412145940846,0.17391304347826086,0.15217391304347827,0.021739130434782608,Monitor closely,58.2226350998714,17.391304347826086,15.217391304347828,2.1739130434782608
2025-2026,2025-11-23,Thanksgiving Week,LAS,1800-1859,26,0.5822232490660665,15.13780447571773,0.2692307692307692,0.2692307692307692,0.0,Monitor closely,58.22232490660665,26.923076923076923,26.923076923076923,0.0
2025-2026,2026-01-02,New Year's Week,MCO,1700-1759,37,0.5821726415706665,21.54038773811466,0.32432432432432434,0.2972972972972973,0.02702702702702703,Monitor closely,58.21726415706665,32.432432432432435,29.72972972972973,2.7027027027027026
2025-2026,2026-01-25,Jan 15-30 Baseline,MCO,1800-1859,25,0.5821706091395472,14.55426522848868,0.68,0.28,0.4,Monitor closely,58.21706091395472,68.0,28.000000000000004,40.0
2025-2026,2026-01-23,Jan 15-30 Baseline,CLT,1500-1559,31,0.5821678406621794,18.04720306052756,0.16129032258064516,0.16129032258064516,0.0,Monitor closely,58.21678406621794,16.129032258064516,16.129032258064516,0.0
2025-2026,2025-11-30,Thanksgiving Week,DFW,2200-2259,42,0.5821602907419982,24.45073221116392,0.5476190476190477,0.5476190476190477,0.0,Monitor closely,58.21602907419982,54.761904761904766,54.761904761904766,0.0
2025-2026,2026-01-15,Jan 15-30 Baseline,IAH,2000-2059,31,0.5820134212719145,18.04241605942935,0.0967741935483871,0.0967741935483871,0.0,Monitor closely,58.201342127191445,9.67741935483871,9.67741935483871,0.0
2025-2026,2025-11-29,Thanksgiving Week,DEN,1900-1959,85,0.5819289386365789,49.46395978410921,0.4117647058823529,0.4117647058823529,0.0,Monitor closely,58.19289386365789,41.17647058823529,41.17647058823529,0.0
2025-2026,2026-01-03,New Year's Week,IAD,1700-1759,26,0.5819177912961236,15.129862573699214,0.2692307692307692,0.2692307692307692,0.0,Monitor closely,58.191779129612364,26.923076923076923,26.923076923076923,0.0
2025-2026,2025-12-22,Christmas Week,DFW,1800-1859,64,0.5818793599981814,37.24027903988361,0.296875,0.296875,0.0,Monitor closely,58.187935999818144,29.6875,29.6875,0.0
2025-2026,2026-01-15,Jan 15-30 Baseline,DFW,1600-1659,55,0.5818782402701604,32.003303214858825,0.12727272727272726,0.12727272727272726,0.0,Monitor closely,58.18782402701604,12.727272727272727,12.727272727272727,0.0
2025-2026,2026-01-19,Jan 15-30 Baseline,ATL,1400-1459,48,0.581845108826544,27.928565223674116,0.25,0.22916666666666666,0.0,Monitor closely,58.18451088265441,25.0,22.916666666666664,0.0
2025-2026,2026-01-04,New Year's Week,ATL,2100-2159,57,0.5818377950625933,33.164754318567816,0.38596491228070173,0.3508771929824561,0.03508771929824561,Monitor closely,58.18377950625933,38.59649122807017,35.08771929824561,3.508771929824561
2025-2026,2026-01-15,Jan 15-30 Baseline,CLT,1600-1659,29,0.5818238968237484,16.872893007888702,0.1724137931034483,0.1724137931034483,0.0,Monitor closely,58.18238968237483,17.24137931034483,17.24137931034483,0.0
2025-2026,2026-01-21,Jan 15-30 Baseline,DEN,1700-1759,79,0.5818143916131026,45.9633369374351,0.0379746835443038,0.0379746835443038,0.0,Monitor closely,58.18143916131026,3.79746835443038,3.79746835443038,0.0
2025-2026,2026-01-21,Jan 15-30 Baseline,DFW,1400-1459,41,0.5817687619603846,23.85251924037577,0.1951219512195122,0.1951219512195122,0.0,Monitor closely,58.176876196038464,19.51219512195122,19.51219512195122,0.0
2025-2026,2026-01-20,Jan 15-30 Baseline,PHX,1500-1559,25,0.5817458353350462,14.543645883376154,0.2,0.2,0.0,Monitor closely,58.17458353350462,20.0,20.0,0.0
2025-2026,2026-01-16,Jan 15-30 Baseline,IAH,1600-1659,35,0.5817277395446775,20.360470884063712,0.2,0.17142857142857143,0.02857142857142857,Monitor closely,58.17277395446775,20.0,17.142857142857142,2.857142857142857
2025-2026,2026-01-18,Jan 15-30 Baseline,DFW,1700-1759,48,0.5817224182248466,27.922676074792637,0.3333333333333333,0.3125,0.0,Monitor closely,58.17224182248466,33.33333333333333,31.25,0.0
2025-2026,2026-01-22,Jan 15-30 Baseline,IAH,1600-1659,34,0.5816863257458723,19.77733507535966,0.058823529411764705,0.058823529411764705,0.0,Monitor closely,58.16863257458723,5.88235294117647,5.88235294117647,0.0
2025-2026,2025-11-23,Thanksgiving Week,DFW,2100-2159,54,0.5816595313778016,31.409614694401288,0.5370370370370371,0.48148148148148145,0.018518518518518517,Monitor closely,58.16595313778016,53.70370370370371,48.148148148148145,1.8518518518518516
2025-2026,2026-01-20,Jan 15-30 Baseline,ATL,1600-1659,46,0.5816587936032951,26.756304505751576,0.10869565217391304,0.10869565217391304,0.0,Monitor closely,58.16587936032951,10.869565217391305,10.869565217391305,0.0
2025-2026,2026-01-16,Jan 15-30 Baseline,ORD,2100-2159,41,0.5816458988362783,23.84748185228741,0.4634146341463415,0.43902439024390244,0.0,Monitor closely,58.164589883627826,46.34146341463415,43.90243902439025,0.0
2025-2026,2026-01-22,Jan 15-30 Baseline,DEN,1700-1759,77,0.5816067283715226,44.78371808460724,0.09090909090909091,0.09090909090909091,0.0,Monitor closely,58.16067283715226,9.090909090909092,9.090909090909092,0.0
2025-2026,2026-01-16,Jan 15-30 Baseline,DFW,1400-1459,44,0.5816066548845377,25.590692814919656,0.1590909090909091,0.1590909090909091,0.0,Monitor closely,58.160665488453766,15.909090909090908,15.909090909090908,0.0
2025-2026,2025-12-23,Christmas Week,BOS,1800-1859,26,0.58159463117656,15.121460410590558,0.38461538461538464,0.34615384615384615,0.0,Monitor closely,58.159463117655996,38.46153846153847,34.61538461538461,0.0
2025-2026,2026-01-02,New Year's Week,PHL,1800-1859,27,0.5813649908990463,15.69685475427425,0.2962962962962963,0.2962962962962963,0.0,Monitor closely,58.136499089904625,29.629629629629626,29.629629629629626,0.0
2025-2026,2025-11-30,Thanksgiving Week,BOS,1700-1759,33,0.5813575563756943,19.18479936039791,0.7272727272727273,0.6363636363636364,0.09090909090909091,Monitor closely,58.13575563756943,72.72727272727273,63.63636363636363,9.090909090909092
2025-2026,2026-01-26,Jan 15-30 Baseline,IAH,1800-1859,38,0.581348546223959,22.09124475651044,0.3684210526315789,0.2631578947368421,0.10526315789473684,Monitor closely,58.134854622395906,36.84210526315789,26.31578947368421,10.526315789473683
2025-2026,2025-11-30,Thanksgiving Week,LAX,1800-1859,35,0.5813309716920827,20.346584009222894,0.45714285714285713,0.42857142857142855,0.02857142857142857,Monitor closely,58.13309716920827,45.714285714285715,42.857142857142854,2.857142857142857
2025-2026,2026-01-19,Jan 15-30 Baseline,DEN,1200-1259,36,0.5813238096717914,20.92765714818449,0.16666666666666666,0.16666666666666666,0.0,Monitor closely,58.132380967179145,16.666666666666664,16.666666666666664,0.0
2025-2026,2026-01-16,Jan 15-30 Baseline,BOS,1700-1759,32,0.5813082757887124,18.601864825238795,0.15625,0.125,0.03125,Monitor closely,58.130827578871234,15.625,12.5,3.125
2025-2026,2025-11-23,Thanksgiving Week,MIA,1900-1959,28,0.5812800469216849,16.275841313807177,0.25,0.25,0.0,Monitor closely,58.12800469216849,25.0,25.0,0.0
2025-2026,2026-01-21,Jan 15-30 Baseline,IAH,1600-1659,34,0.5812585794173704,19.762791700190594,0.11764705882352941,0.11764705882352941,0.0,Monitor closely,58.12585794173704,11.76470588235294,11.76470588235294,0.0
2025-2026,2026-01-22,Jan 15-30 Baseline,CLT,1400-1459,33,0.5812470213824708,19.181151705621534,0.06060606060606061,0.06060606060606061,0.0,Monitor closely,58.12470213824707,6.0606060606060606,6.0606060606060606,0.0
2025-2026,2026-01-16,Jan 15-30 Baseline,ORD,1600-1659,43,0.5812378465225453,24.993227400469447,0.627906976744186,0.627906976744186,0.0,Monitor closely,58.12378465225453,62.7906976744186,62.7906976744186,0.0
2025-2026,2025-12-26,Christmas Week,LGA,1500-1559,27,0.5811981362320291,15.692349678264785,0.6666666666666666,0.6296296296296297,0.037037037037037035,Monitor closely,58.11981362320291,66.66666666666666,62.96296296296296,3.7037037037037033
2025-2026,2026-01-03,New Year's Week,ATL,1900-1959,60,0.5811893739469112,34.87136243681467,0.5333333333333333,0.45,0.05,Monitor closely,58.118937394691116,53.333333333333336,45.0,5.0
2025-2026,2025-12-28,Christmas Week,SEA,2300-2359,25,0.5811839382115978,14.529598455289944,0.48,0.4,0.08,Monitor closely,58.11839382115978,48.0,40.0,8.0
2025-2026,2025-12-27,Christmas Week,ORD,1200-1259,45,0.5811696025179931,26.15263211330969,0.4666666666666667,0.4444444444444444,0.0,Monitor closely,58.11696025179931,46.666666666666664,44.44444444444444,0.0
2025-2026,2026-01-21,Jan 15-30 Baseline,ORD,2100-2159,38,0.5811205812516659,22.082582087563303,0.9473684210526315,0.8947368421052632,0.05263157894736842,Monitor closely,58.11205812516659,94.73684210526315,89.47368421052632,5.263157894736842
2025-2026,2026-01-20,Jan 15-30 Baseline,CLT,1200-1259,32,0.5811175909331473,18.595762909860714,0.0625,0.0625,0.0,Monitor closely,58.11175909331473,6.25,6.25,0.0
2025-2026,2025-11-29,Thanksgiving Week,ORD,1900-1959,62,0.5810747575096086,36.02663496559573,0.9838709677419355,0.27419354838709675,0.7096774193548387,Monitor closely,58.10747575096086,98.38709677419355,27.419354838709676,70.96774193548387
2025-2026,2025-11-30,Thanksgiving Week,DEN,2100-2159,32,0.5810620707501776,18.593986264005682,0.59375,0.59375,0.0,Monitor closely,58.10620707501776,59.375,59.375,0.0
2025-2026,2025-12-24,Christmas Week,IAH,2000-2059,25,0.5810620021401085,14.526550053502714,0.16,0.12,0.0,Monitor closely,58.10620021401085,16.0,12.0,0.0
2025-2026,2025-12-21,Christmas Week,SEA,1500-1559,28,0.5809664987982386,16.26706196635068,0.32142857142857145,0.32142857142857145,0.0,Monitor closely,58.09664987982386,32.142857142857146,32.142857142857146,0.0
2025-2026,2026-01-21,Jan 15-30 Baseline,DEN,1600-1659,45,0.5809634522509406,26.14335535129233,0.022222222222222223,0.022222222222222223,0.0,Monitor closely,58.09634522509406,2.2222222222222223,2.2222222222222223,0.0
2025-2026,2026-01-15,Jan 15-30 Baseline,SEA,1900-1959,25,0.5809623201899646,14.524058004749115,0.12,0.12,0.0,Monitor closely,58.09623201899646,12.0,12.0,0.0
2025-2026,2026-01-03,New Year's Week,ATL,2000-2059,48,0.580884797230974,27.882470267086752,0.4375,0.3958333333333333,0.041666666666666664,Monitor closely,58.0884797230974,43.75,39.58333333333333,4.166666666666666
2025-2026,2026-01-02,New Year's Week,MCO,2100-2159,26,0.5808528041883817,15.102172908897924,0.4230769230769231,0.4230769230769231,0.0,Monitor closely,58.08528041883817,42.30769230769231,42.30769230769231,0.0
2025-2026,2026-01-18,Jan 15-30 Baseline,CLT,1500-1559,31,0.5808487578784615,18.006311494232307,0.45161290322580644,0.41935483870967744,0.0,Monitor closely,58.084875787846144,45.16129032258064,41.935483870967744,0.0
2025-2026,2026-01-02,New Year's Week,PHX,1800-1859,25,0.5807562440991232,14.51890610247808,0.56,0.56,0.0,Monitor closely,58.07562440991232,56.00000000000001,56.00000000000001,0.0
2025-2026,2025-12-21,Christmas Week,SFO,1300-1359,35,0.580747654963447,20.326167923720647,0.6,0.5714285714285714,0.02857142857142857,Monitor closely,58.0747654963447,60.0,57.14285714285714,2.857142857142857
2025-2026,2026-01-17,Jan 15-30 Baseline,MIA,2000-2059,28,0.5807327733527289,16.26051765387641,0.10714285714285714,0.10714285714285714,0.0,Monitor closely,58.07327733527289,10.714285714285714,10.714285714285714,0.0
2025-2026,2026-01-17,Jan 15-30 Baseline,DEN,1900-1959,57,0.5807270770747605,33.10144339326135,0.12280701754385964,0.12280701754385964,0.0,Monitor closely,58.07270770747605,12.280701754385964,12.280701754385964,0.0
2025-2026,2026-01-15,Jan 15-30 Baseline,DFW,1500-1559,50,0.5807176781854377,29.035883909271885,0.26,0.24,0.0,Monitor closely,58.071767818543776,26.0,24.0,0.0
2025-2026,2025-12-22,Christmas Week,DEN,2000-2059,66,0.5806082108620457,38.32014191689502,0.22727272727272727,0.22727272727272727,0.0,Monitor closely,58.06082108620457,22.727272727272727,22.727272727272727,0.0
2025-2026,2026-01-22,Jan 15-30 Baseline,PHX,1800-1859,36,0.5806074456779684,20.901868044406864,0.08333333333333333,0.05555555555555555,0.0,Monitor closely,58.06074456779684,8.333333333333332,5.555555555555555,0.0
2025-2026,2026-01-20,Jan 15-30 Baseline,ATL,1500-1559,57,0.5805693315721427,33.092451899612136,0.10526315789473684,0.10526315789473684,0.0,Monitor closely,58.056933157214274,10.526315789473683,10.526315789473683,0.0
2025-2026,2025-12-26,Christmas Week,ATL,1500-1559,57,0.5805657621573334,33.092248442968,0.3508771929824561,0.2982456140350877,0.03508771929824561,Monitor closely,58.05657621573334,35.08771929824561,29.82456140350877,3.508771929824561
2025-2026,2025-11-23,Thanksgiving Week,DEN,1800-1859,38,0.580538050861918,22.060445932752884,0.3684210526315789,0.3684210526315789,0.0,Monitor closely,58.0538050861918,36.84210526315789,36.84210526315789,0.0
2025-2026,2026-01-04,New Year's Week,LAX,1400-1459,28,0.5805166648098598,16.254466614676073,0.42857142857142855,0.39285714285714285,0.03571428571428571,Monitor closely,58.05166648098597,42.857142857142854,39.285714285714285,3.571428571428571
2025-2026,2026-01-16,Jan 15-30 Baseline,ORD,1500-1559,54,0.5805020068699586,31.34710837097776,0.4074074074074074,0.3888888888888889,0.018518518518518517,Monitor closely,58.05020068699586,40.74074074074074,38.88888888888889,1.8518518518518516
2025-2026,2026-01-20,Jan 15-30 Baseline,LAX,1300-1359,35,0.580501324119636,20.317546344187257,0.14285714285714285,0.14285714285714285,0.0,Monitor closely,58.050132411963595,14.285714285714285,14.285714285714285,0.0
2025-2026,2026-01-15,Jan 15-30 Baseline,CLT,1400-1459,34,0.5803776074689924,19.73283865394574,0.058823529411764705,0.029411764705882353,0.029411764705882353,Monitor closely,58.03776074689924,5.88235294117647,2.941176470588235,2.941176470588235
2025-2026,2026-01-16,Jan 15-30 Baseline,DCA,1300-1359,28,0.5803527308054129,16.249876462551562,0.2857142857142857,0.25,0.03571428571428571,Monitor closely,58.035273080541295,28.57142857142857,25.0,3.571428571428571
2025-2026,2026-01-22,Jan 15-30 Baseline,ORD,1600-1659,42,0.5803406871503574,24.37430886031501,0.2857142857142857,0.2857142857142857,0.0,Monitor closely,58.03406871503574,28.57142857142857,28.57142857142857,0.0
2025-2026,2026-01-22,Jan 15-30 Baseline,ORD,2100-2159,40,0.5803321685611723,23.213286742446893,0.4,0.35,0.025,Monitor closely,58.03321685611723,40.0,35.0,2.5
2025-2026,2025-12-24,Christmas Week,IAH,1800-1859,31,0.5802618919290194,17.988118649799603,0.25806451612903225,0.22580645161290322,0.0,Monitor closely,58.026189192901946,25.806451612903224,22.58064516129032,0.0
2025-2026,2025-11-30,Thanksgiving Week,PHX,2000-2059,26,0.5801434969978816,15.083730921944921,0.38461538461538464,0.38461538461538464,0.0,Monitor closely,58.014349699788156,38.46153846153847,38.46153846153847,0.0
2025-2026,2025-11-29,Thanksgiving Week,DEN,2000-2059,65,0.5801196526570531,37.70777742270845,0.4,0.36923076923076925,0.015384615384615385,Monitor closely,58.011965265705314,40.0,36.92307692307693,1.5384615384615385
2025-2026,2026-01-15,Jan 15-30 Baseline,MCO,1600-1659,28,0.5801171939846023,16.243281431568864,0.21428571428571427,0.21428571428571427,0.0,Monitor closely,58.01171939846023,21.428571428571427,21.428571428571427,0.0
2025-2026,2025-11-29,Thanksgiving Week,BOS,2000-2059,26,0.5801104121969708,15.08287071712124,0.5384615384615384,0.5,0.038461538461538464,Monitor closely,58.01104121969708,53.84615384615385,50.0,3.8461538461538463
2025-2026,2025-11-23,Thanksgiving Week,DFW,2000-2059,53,0.5800427685395169,30.742266732594395,0.4339622641509434,0.39622641509433965,0.03773584905660377,Monitor closely,58.00427685395169,43.39622641509434,39.62264150943396,3.7735849056603774
2025-2026,2026-01-18,Jan 15-30 Baseline,CLT,1700-1759,32,0.5799913170547273,18.559722145751273,0.25,0.25,0.0,Monitor closely,57.99913170547273,25.0,25.0,0.0
2025-2026,2026-01-20,Jan 15-30 Baseline,MSP,1800-1859,29,0.579926605471706,16.817871558679474,0.4482758620689655,0.41379310344827586,0.0,Monitor closely,57.9926605471706,44.827586206896555,41.37931034482759,0.0
2025-2026,2025-12-26,Christmas Week,ORD,1300-1359,59,0.5799172984796226,34.21512061029773,0.3559322033898305,0.3389830508474576,0.01694915254237288,Monitor closely,57.99172984796226,35.59322033898305,33.89830508474576,1.694915254237288
2025-2026,2026-01-21,Jan 15-30 Baseline,DEN,1500-1559,35,0.5798900029713558,20.296150103997455,0.08571428571428572,0.08571428571428572,0.0,Monitor closely,57.98900029713558,8.571428571428571,8.571428571428571,0.0
2025-2026,2026-01-04,New Year's Week,LGA,1500-1559,29,0.5798854002160287,16.816676606264835,0.2413793103448276,0.2413793103448276,0.0,Monitor closely,57.98854002160287,24.137931034482758,24.137931034482758,0.0
2025-2026,2026-01-23,Jan 15-30 Baseline,MCO,2000-2059,28,0.5797701441670771,16.233564036678157,0.35714285714285715,0.32142857142857145,0.03571428571428571,Monitor closely,57.9770144167077,35.714285714285715,32.142857142857146,3.571428571428571
2025-2026,2026-01-03,New Year's Week,SEA,1500-1559,25,0.5797618340213778,14.494045850534444,0.44,0.4,0.0,Monitor closely,57.976183402137785,44.0,40.0,0.0
2025-2026,2025-12-22,Christmas Week,DFW,2100-2159,54,0.579758463814438,31.306957045979647,0.2962962962962963,0.24074074074074073,0.037037037037037035,Monitor closely,57.975846381443795,29.629629629629626,24.074074074074073,3.7037037037037033
2025-2026,2025-11-29,Thanksgiving Week,PHL,1800-1859,33,0.5797241329490118,19.13089638731739,0.36363636363636365,0.30303030303030304,0.06060606060606061,Monitor closely,57.97241329490118,36.36363636363637,30.303030303030305,6.0606060606060606
2025-2026,2026-01-22,Jan 15-30 Baseline,ORD,1500-1559,54,0.5797084294911856,31.304255192524025,0.3148148148148148,0.3148148148148148,0.0,Monitor closely,57.97084294911856,31.48148148148148,31.48148148148148,0.0
2025-2026,2026-01-22,Jan 15-30 Baseline,DCA,1400-1459,26,0.57970293456975,15.072276298813499,0.19230769230769232,0.19230769230769232,0.0,Monitor closely,57.970293456975,19.230769230769234,19.230769230769234,0.0
2025-2026,2025-12-21,Christmas Week,ATL,1700-1759,40,0.5796819350130573,23.18727740052229,0.5,0.475,0.025,Monitor closely,57.968193501305734,50.0,47.5,2.5
2025-2026,2025-12-21,Christmas Week,DEN,1300-1359,76,0.5796764862707028,44.05541295657341,0.15789473684210525,0.15789473684210525,0.0,Monitor closely,57.967648627070275,15.789473684210526,15.789473684210526,0.0
